"Aou","stateroute","occ","presence","ALPHA.CODE","latitude","longitude","sp_success","sp_fail","mat.mean","elev.mean","map.mean","ndvi.mean","bio.mean.bio1","bio.mean.bio2","bio.mean.bio3","bio.mean.bio4","bio.mean.bio5","bio.mean.bio6","bio.mean.bio7","bio.mean.bio8","bio.mean.bio9","bio.mean.bio10","bio.mean.bio11","bio.mean.bio12","bio.mean.bio13","bio.mean.bio14","bio.mean.bio15","bio.mean.bio16","bio.mean.bio17","bio.mean.bio18","bio.mean.bio19","pred_glm_pr","pred_glm_occ","pred_gam_pr","pred_gam_occ","pred_rf_occ","pred_rf_pr","max_pred_pres"
5330,3004,0.266666666666667,1,"PISI",64.2556227,-146.0769649,4.00000000000001,11,-37.1761904761905,425.257142857143,25.852380952381,0.854431986349528,-37.0504672897196,111.551401869159,22.5869158878505,13701.0261682243,210.069158878505,-272.94953271028,483.018691588785,135.168224299065,-110.252336448598,135.168224299065,-210.945794392523,310.854205607477,61.3327102803738,7.64859813084112,67.4242990654206,164.108411214953,29.2542056074766,164.108411214953,40.5943925233645,0.139716522019587,0.0261293885889618,0.289151743979273,0.0971279308795172,0.861258865248226,0.293406593406593,0.808494806289673
5330,3007,0.0666666666666667,1,"PISI",62.7247807,-143.8893879,1,14,-47.5361111111111,1014.2,28.9638888888889,0.816411822419794,-48.5759368836292,122.609467455621,26.1341222879684,12141.4871794872,192.830374753452,-267.325443786982,460.155818540434,105.341222879684,-111.171597633136,105.341222879684,-200.785009861933,343.222879684418,65.8717948717949,11.043392504931,60.9526627218935,168.901380670611,40.1715976331361,168.901380670611,52.0986193293886,0.101661890948924,0.044183249689334,0.0477633187812663,0.00783961306592965,0.0230366492146585,0.0220994475138117,0.234396129846573
5330,3021,0.866666666666667,1,"PISI",58.4423687,-134.7660128,13,1.99999999999999,24.9166666666667,529.62962962963,110.91975308642,0.630548786129459,23.4391534391534,76.1746031746032,28.6137566137566,6295.7671957672,160.738095238095,-100.775132275132,261.513227513227,43.2486772486772,52.9179894179894,105.063492063492,-55.478835978836,1335.15343915344,194.275132275132,64.4708994708995,33.2169312169312,489.582010582011,213.373015873016,293.275132275132,330.531746031746,0.140808757516926,0.140404601392708,0.142797104154201,0.579103358050911,0.95532945736434,0.0636936936936937,0.712591588497162
5330,3041,0.133333333333333,1,"PISI",64.5464143,-146.9948586,1.99999999999999,13,-36.8257575757576,289.030303030303,27.4494949494949,0.870097723692506,-36.8144712430427,108.402597402597,21.5083487940631,14280.6975881262,210.456400742115,-283.155844155844,493.612244897959,140.849721706865,-94.7161410018553,140.849721706865,-221.016697588126,329.756957328386,57.4359925788497,8.79406307977736,54.9146567717996,154.510204081633,38.2764378478664,154.510204081633,57.3617810760668,0.153463039442905,0.025542485817102,0.368312037982924,0.168871949740166,0.811753371868979,0.24726631393298,0.922236502170563
5330,3051,0.666666666666667,1,"PISI",61.0587623,-145.9169019,10,5,-18.8583333333333,868.733333333333,84.6222222222222,0.570244086756909,-22.71875,96.9375,28.85625,8350.525,152.564583333333,-177.91875,330.483333333333,49.4895833333333,-18.5854166666667,85.9270833333333,-124.891666666667,961.13125,120.822916666667,47.9375,28.6208333333333,333.297916666667,158.125,256.458333333333,231.629166666667,0.0489638960089248,0.0325872314604767,0.192651177305853,0.146268384535007,0.405629139072847,0.0930711610486891,0.233081176877022
5330,3117,0.6,1,"PISI",61.58697,-149.4276,9,6,0.0807291666666667,482.5,42.40625,0.822850190689441,0.842105263157895,92.0021052631579,27.2063157894737,8663.92842105263,176.837894736842,-155.341052631579,332.178947368421,99.1157894736842,-12.5347368421053,114.256842105263,-103.816842105263,503.690526315789,75.2842105263158,19.9031578947368,44.6189473684211,210.873684210526,67.9473684210526,179.987368421053,96.5621052631579,0.22967525967098,0.140398765252049,0.256211277139125,0.270802182303583,0.506353591160219,0.0554367201426024,0.742122948169708
5330,3118,0.6,1,"PISI",60.5957398,-150.7868883,9,6,15.0862068965517,107.448275862069,46.3994252873563,0.789687519547049,15.7772397094431,88.1767554479419,28.0726392251816,7963.77481840194,173.692493946731,-134.953995157385,308.646489104116,73.2687651331719,11.1162227602906,117.990314769976,-83.6150121065375,563.200968523002,95.9878934624697,22.4745762711864,47.774818401937,246.949152542373,74.547215496368,150.317191283293,117.426150121065,0.260467798673169,0.13718855164177,0.346903853227246,0.275854680039115,3.33670309653917,0.247282608695652,0.83390212059021
5330,3119,1,1,"PISI",59.7967661,-151.7956533,15,0,19.9509803921569,195.352941176471,55.7303921568627,0.69502527035307,18.765625,80.4479166666667,30.0104166666667,6615.44791666667,159.104166666667,-104.041666666667,263.145833333333,63.5052083333333,48.359375,105.885416666667,-60.6979166666667,665.703125,94.1041666666667,30.5572916666667,36.7395833333333,253.96875,98.5104166666667,151.994791666667,164.703125,0.172498959615768,0.121778999360658,0.297851011911744,0.458866787944507,3.54198198198199,0.311458333333333,0.837649524211884
5330,3125,0.866666666666667,1,"PISI",59.4439512,-139.5646039,13,1.99999999999999,30.3541666666667,146.55,236.083333333333,0.677808389229366,29.8507462686567,79.2089552238806,31.2686567164179,6082.74129353234,155.950248756219,-93.5870646766169,249.537313432836,35.9452736318408,84.4179104477612,108.407960199005,-45.592039800995,2785.77611940298,402.174129353234,127.333333333333,32.8756218905473,1027.77114427861,457.686567164179,498.855721393035,707.059701492537,0.430404731290013,0.334852551510824,0.733221709770917,0.8649476644825,4.53695652173913,0.408518518518519,0.970117390155792
5330,3224,0.6,1,"PISI",56.4599307,-132.3798899,9,6,45.9647435897436,370.615384615385,169.592948717949,0.739609007298313,47.5341772151899,70.9670886075949,30.6253164556962,5446.08860759494,169.417721518987,-58.6354430379747,228.053164556962,41.7240506329114,90.926582278481,118.475949367089,-19.853164556962,2062.92911392405,319.124050632911,103.648101265823,34.6126582278481,761.440506329114,335.329113924051,376.351898734177,548.73164556962,0.390813359288237,0.294226269893296,0.254102135037365,0.306788165259375,0.81868978805395,0.0821052631578948,0.764652848243713
